left_pupil,right_pupil,mean
5.444596290588379,6.5798234939575195,6.0122098922729492
7.002273082733154,6.716852188110352,6.8595626354217529
5.824147701263428,5.174411773681641,5.4992797374725342
4.917564392089844,5.680336952209473,5.2989506721496582
5.047359943389893,5.192214488983154,5.1197872161865234
5.395655155181885,4.732710361480713,5.0641827583312988
5.296022415161133,5.8691911697387695,5.5826067924499512
5.099019527435303,5.082873821258545,5.0909466743469238
4.926666736602783,4.610969543457031,4.7688181400299072
4.802061080932617,4.666472434997559,4.7342667579650879
5.197653293609619,5.656854152679443,5.4272537231445313
5.769811630249023,5.732100963592529,5.7509562969207764
6.585005760192871,4.920416831970215,5.752711296081543
6.0569891929626465,4.610969543457031,5.3339793682098389
5.114086627960205,5.732100963592529,5.4230937957763672
6.214931011199951,4.844589710235596,5.5297603607177734
5.621456146240234,5.869894027709961,5.7456750869750977
4.43031644821167,5.082873821258545,4.7565951347351074
5.796889305114746,6.976014137268066,6.3864517211914063
6.716602325439453,4.284019470214844,5.5003108978271484
4.242640495300293,5.293182373046875,4.767911434173584
5.77694845199585,5.0,5.3884742259979248
4.30873441696167,5.326512813568115,4.8176236152648926
4.933812618255615,4.855001926422119,4.8944072723388672
5.856602668762207,6.7989912033081055,6.3277969360351563
7.60968542098999,5.833296298980713,6.7214908599853516
4.834465026855469,6.585745811462402,5.7101054191589355
6.295047760009766,5.326512813568115,5.8107802867889404
6.438840389251709,5.480484485626221,5.9596624374389648
6.661848068237305,6.437134265899658,6.5494911670684814
7.625926494598389,6.95808219909668,7.2920043468475342
4.666472434997559,4.975659370422363,4.8210659027099609
4.2654242515563965,6.704799175262451,5.4851117134094238
5.435349941253662,4.666472434997559,5.0509111881256104
5.619037628173828,5.479984283447266,5.5495109558105469
6.052981376647949,5.491305828094482,5.7721436023712158
7.024313926696777,5.385733127593994,6.2050235271453857
5.416194915771484,6.245697975158691,5.8309464454650879
5.796253204345703,5.3722243309021,5.5842387676239014
5.832903861999512,6.194575786590576,6.0137398242950439
8.394469261169434,4.6222052574157715,6.5083372592926025
4.666472434997559,5.0,4.8332362174987793
5.056646823883057,5.830951690673828,5.4437992572784424
5.1344475746154785,6.158557415008545,5.6465024948120117
5.8691911697387695,6.245697975158691,6.0574445724487305
4.2654242515563965,6.064584255218506,5.1650042533874512
5.0367960929870605,6.9571003913879395,5.9969482421875
4.438282489776611,5.35120964050293,4.8947460651397705
5.0,5.887138843536377,5.4435694217681885
4.666472434997559,7.293665409088135,5.9800689220428467
5.042660713195801,5.0367960929870605,5.0397284030914307
6.245697975158691,4.666472434997559,5.456085205078125
4.540558338165283,6.464444160461426,5.5025012493133545
5.320343494415283,5.8691911697387695,5.5947673320770264
5.0,4.43031644821167,4.715158224105835
5.634013652801514,5.151428699493408,5.3927211761474609
5.435349941253662,5.570079803466797,5.5027148723602295
5.0,5.0,5.0
4.629203796386719,5.732100963592529,5.180652379989624
6.388575077056885,5.796253204345703,6.0924141407012939
6.188133239746094,6.250372409820557,6.2192528247833252
5.12872838973999,6.21555233001709,5.67214035987854
5.416194915771484,5.831489562988281,5.6238422393798828
8.17286205291748,5.2422003746032715,6.707531213760376
7.122683048248291,5.609437942504883,6.3660604953765869
5.326512813568115,6.287437915802002,5.8069753646850586
5.912411689758301,6.086561679840088,5.9994866847991943
6.372637748718262,6.001789093017578,6.1872134208679199
5.631795406341553,7.720398426055908,6.6760969161987305
5.174411773681641,6.316043853759766,5.7452278137207031
6.026889324188232,6.579951763153076,6.3034205436706543
6.5901641845703125,6.063997745513916,6.3270809650421143
6.756361484527588,8.294975280761719,7.5256683826446533
4.666472434997559,5.042660713195801,4.8545665740966797
6.104788303375244,5.326512813568115,5.7156505584716797
5.712489604949951,6.316043853759766,6.0142667293548584
5.288117408752441,6.604767799377441,5.9464426040649414
6.57868766784668,5.624931812286377,6.1018097400665283
6.285317420959473,4.666472434997559,5.4758949279785156
6.462191581726074,6.479877471923828,6.4710345268249512
5.439187526702881,4.764636993408203,5.101912260055542
5.117250442504883,5.084239482879639,5.1007449626922607
4.644400119781494,7.778912544250488,6.2116563320159912
6.4473676681518555,6.245697975158691,6.3465328216552734
4.732710361480713,5.0,4.8663551807403564
4.899608135223389,6.400157928466797,5.6498830318450928
6.4571919441223145,4.448910713195801,5.4530513286590576
6.818546295166016,5.39813232421875,6.1083393096923828
4.403299808502197,4.6222052574157715,4.5127525329589844
7.302387237548828,5.570079803466797,6.4362335205078125
7.16531229019165,5.617497444152832,6.3914048671722412
5.219384670257568,5.041112422943115,5.1302485466003418
5.132908821105957,4.666472434997559,4.8996906280517578
5.930112838745117,4.666472434997559,5.2982926368713379
6.199945449829102,4.692133903503418,5.4460396766662598
6.108732223510742,4.824850082397461,5.4667911529541016
6.730167865753174,5.77694845199585,6.2535581588745117
4.341928958892822,4.951677322387695,4.6468031406402588
5.065185070037842,6.761552810668945,5.9133689403533936
4.896280288696289,5.326512813568115,5.1113965511322021
5.367766380310059,5.8705668449401855,5.6191666126251221
6.429147243499756,5.4519805908203125,5.9405639171600342
7.7792439460754395,6.9829816818237305,7.381112813949585
4.692133903503418,5.5848588943481445,5.1384963989257812
4.6222052574157715,6.283255577087402,5.4527304172515869
5.0,5.824147701263428,5.4120738506317139
5.2867536544799805,5.326512813568115,5.3066332340240479
5.0367960929870605,6.730442523956299,5.8836193084716797
5.0367960929870605,4.438282489776611,4.7375392913818359
